,Annual return,Cumulative returns,Annual volatility,Sharpe ratio,Calmar ratio,Stability,Max drawdown,Omega ratio,Sortino ratio,Skew,Kurtosis,Tail ratio,Daily value at risk
25_weekly_6-month_order_None_single_best,0.4678407538821758,4.299802507552167,0.2487953806186503,1.6683388978265865,1.7587333062080477,0.8942821093804726,-0.2660100608948342,1.3824699812147396,2.4845009188851352,-0.2902116737327563,4.2886387736567935,1.127028114290154,-0.0296981485810223
25_weekly_12-month_mean_mean_single_upper,0.4845612751392185,4.5671730593525135,0.2189088116390778,1.9156990702291607,2.81779430931796,0.9842316032927204,-0.1719647433231226,1.5235975925189584,3.0062827173718807,-0.063224566287682,6.793063610347653,1.4281467265312775,-0.0259157773724215
25_weekly_12-month_mean_mean_single_lower,0.4265123912789579,3.6812732324098514,0.2177470542195176,1.7415726240873357,2.532616470123442,0.9835417914482134,-0.1684078092006443,1.4688924894843884,2.604598904975175,-0.3118933090365374,7.335095907028384,1.311962083657566,-0.0259286997681608
25_weekly_12-month_mean_mean_single_best,0.4845612751392185,4.5671730593525135,0.2189088116390778,1.9156990702291607,2.81779430931796,0.9842316032927204,-0.1719647433231226,1.5235975925189584,3.0062827173718807,-0.063224566287682,6.793063610347653,1.4281467265312775,-0.0259157773724215
25_weekly_12-month_mean_order_single_upper,0.5460369612695859,5.640570596182124,0.225420531716519,2.047108216320181,3.1686891037893328,0.9799737950017354,-0.17232266826575,1.544869489737659,3.1865262270835006,-0.1200555924054521,6.052284167294797,1.336869770110589,-0.0265691261323576
25_weekly_12-month_mean_order_single_lower,0.5256008133164487,5.267501364209215,0.2229044002111421,2.0080402200081977,3.1210544585853177,0.980220785046572,-0.1684048837631266,1.5421578063239945,3.078919993567346,-0.2576427144134832,6.492862593655552,1.345964503906242,-0.0263071202712998
25_weekly_12-month_mean_order_single_best,0.5460369612695859,5.640570596182124,0.225420531716519,2.047108216320181,3.1686891037893328,0.9799737950017354,-0.17232266826575,1.544869489737659,3.1865262270835006,-0.1200555924054521,6.052284167294797,1.336869770110589,-0.0265691261323576
25_weekly_12-month_mean_None_single_upper,0.404253438978333,3.3720567118088374,0.224449544892926,1.6270210535591072,1.4919354511349254,0.9830339629468324,-0.2709590677470762,1.4753266024800058,2.391132217457564,-1.102869644336974,19.433569085847807,1.432213713199484,-0.0268288412580046
25_weekly_12-month_mean_None_single_lower,0.404253438978333,3.3720567118088374,0.224449544892926,1.6270210535591072,1.4919354511349254,0.9830339629468324,-0.2709590677470762,1.4753266024800058,2.391132217457564,-1.102869644336974,19.433569085847807,1.432213713199484,-0.0268288412580046
25_weekly_12-month_mean_None_single_best,0.404253438978333,3.3720567118088374,0.224449544892926,1.6270210535591072,1.4919354511349254,0.9830339629468324,-0.2709590677470762,1.4753266024800058,2.391132217457564,-1.102869644336974,19.433569085847807,1.432213713199484,-0.0268288412580046
25_weekly_12-month_order_mean_single_upper,0.3542572997841613,2.7348486494387307,0.2989471444747471,1.1660322133401595,0.9132369346960436,0.8749218835219342,-0.3879138987102731,1.25833133473323,1.6266767978843857,-0.8585095898966881,7.655969392189071,1.03716143735072,-0.0362805380660846
25_weekly_12-month_order_mean_single_lower,0.3154083335211926,2.291141892457138,0.2843478038790704,1.1075658669769768,0.8500363198194361,0.8412447788531061,-0.3710527728840943,1.240545954100334,1.5675658019051608,-0.486520036641008,7.171162145033131,1.0106904897263214,-0.0345747181627394
25_weekly_12-month_order_mean_single_best,0.3542572997841613,2.7348486494387307,0.2989471444747471,1.1660322133401595,0.9132369346960436,0.8749218835219342,-0.3879138987102731,1.25833133473323,1.6266767978843857,-0.8585095898966881,7.655969392189071,1.03716143735072,-0.0362805380660846
25_weekly_12-month_order_order_single_upper,0.5914182162575616,6.530103329385482,0.3036445302932017,1.6852464448815998,1.5392124540991514,0.9279770070634242,-0.3842342976647097,1.3836487471668453,2.3807948122884,-0.9911362310830096,10.653308066890103,1.0673808104860285,-0.0362249964454984
25_weekly_12-month_order_order_single_lower,0.5726060495554794,6.150896005956789,0.2946324251369655,1.6863282905291166,1.7003220487692254,0.9307990041567316,-0.3367632913835112,1.365519011675408,2.401657429444529,-0.7004640875132083,4.27282169061939,1.0093495696145425,-0.0351485813779505
25_weekly_12-month_order_order_single_best,0.5914182162575616,6.530103329385482,0.3036445302932017,1.6852464448815998,1.5392124540991514,0.9279770070634242,-0.3842342976647097,1.3836487471668453,2.3807948122884,-0.9911362310830096,10.653308066890103,1.0673808104860285,-0.0362249964454984
25_weekly_12-month_order_None_single_upper,0.4794579002883383,4.484491235280502,0.25565266762746,1.661829348346785,1.476436037759863,0.9110985817715768,-0.324740041577284,1.380581526785455,2.3995147994655865,-0.6928704792113501,5.3294393895217365,1.141296123639647,-0.0305232915102527
25_weekly_12-month_order_None_single_lower,0.4794579002883383,4.484491235280502,0.25565266762746,1.661829348346785,1.476436037759863,0.9110985817715768,-0.324740041577284,1.380581526785455,2.3995147994655865,-0.6928704792113501,5.3294393895217365,1.141296123639647,-0.0305232915102527
25_weekly_12-month_order_None_single_best,0.4794579002883383,4.484491235280502,0.25565266762746,1.661829348346785,1.476436037759863,0.9110985817715768,-0.324740041577284,1.380581526785455,2.3995147994655865,-0.6928704792113501,5.3294393895217365,1.141296123639647,-0.0305232915102527
25_weekly_max_mean_mean_single_upper,0.3281848273346524,2.4323185993830982,0.2242821501035103,1.3795504168773205,1.203900806085716,0.9607557002929514,-0.2726012190337267,1.4046029445590822,1.971465932087768,-1.2031217416905675,17.7695474622038,1.1941186634140308,-0.0270290832481886
25_weekly_max_mean_mean_single_lower,0.2648174379071839,1.7754619441507948,0.2154570658679241,1.1993365389657715,1.1451273793497327,0.9370115530310634,-0.2312558783264461,1.361129132772688,1.7339627522364005,-0.7724211983092557,15.712991610367578,1.2234986057258337,-0.0261196200091449
25_weekly_max_mean_mean_single_best,0.3281848273346524,2.4323185993830982,0.2242821501035103,1.3795504168773205,1.203900806085716,0.9607557002929514,-0.2726012190337267,1.4046029445590822,1.971465932087768,-1.2031217416905675,17.7695474622038,1.1941186634140308,-0.0270290832481886
25_weekly_max_mean_order_single_upper,0.3002986722372673,2.130001210674926,0.235697314034831,1.233467855143744,1.2460777803356944,0.9469337482866922,-0.2409951264489819,1.3134139980237878,1.7400175549057808,-0.8550793276121439,10.247748599357092,1.1163017404247852,-0.0285413994883293
25_weekly_max_mean_order_single_lower,0.3446928277249315,2.621578838957025,0.3351737943183168,1.051462801406684,0.8790778256705961,0.9352508444543616,-0.3921072943251479,1.295001756803003,1.5236175498523716,0.935953402261478,63.88871956784666,1.0039736721993495,-0.0408294257630718
25_weekly_max_mean_order_single_best,0.3002986722372673,2.130001210674926,0.235697314034831,1.233467855143744,1.2460777803356944,0.9469337482866922,-0.2409951264489819,1.3134139980237878,1.7400175549057808,-0.8550793276121439,10.247748599357092,1.1163017404247852,-0.0285413994883293
25_weekly_max_mean_None_single_upper,0.2891803378739848,2.015360039616376,0.206764552836381,1.3331992198152571,1.2504777823021265,0.9550144065487872,-0.2312558783264462,1.4439501448182934,1.9498030311503984,-0.8036536266394845,19.74795311076801,1.239201394530948,-0.0249560027795855
25_weekly_max_mean_None_single_lower,0.2891803378739848,2.015360039616376,0.206764552836381,1.3331992198152571,1.2504777823021265,0.9550144065487872,-0.2312558783264462,1.4439501448182934,1.9498030311503984,-0.8036536266394845,19.74795311076801,1.239201394530948,-0.0249560027795855
25_weekly_max_mean_None_single_best,0.2891803378739848,2.015360039616376,0.206764552836381,1.3331992198152571,1.2504777823021265,0.9550144065487872,-0.2312558783264462,1.4439501448182934,1.9498030311503984,-0.8036536266394845,19.74795311076801,1.239201394530948,-0.0249560027795855
25_weekly_max_order_mean_single_upper,0.32590247154921,2.406763497133445,0.3211502133939893,1.040668699072672,0.9152752665558668,0.859597719187623,-0.356070445097423,1.214759930624387,1.4634736121934109,-0.5995811281448609,5.757815278259985,1.0364172135115317,-0.03913488969385
25_weekly_max_order_mean_single_lower,0.4397217242143854,3.8725692398779454,0.2921243396556433,1.3948499417621991,1.3884613884201735,0.9331714816637462,-0.3166971209150525,1.2970959004070508,2.0420287455381576,-0.2841869638895068,3.974601501568919,1.0746746307178523,-0.0351872644345141
25_weekly_max_order_mean_single_best,0.32590247154921,2.406763497133445,0.3211502133939893,1.040668699072672,0.9152752665558668,0.859597719187623,-0.356070445097423,1.214759930624387,1.4634736121934109,-0.5995811281448609,5.757815278259985,1.0364172135115317,-0.03913488969385
25_weekly_max_order_order_single_upper,0.661913008012776,8.090662476475726,0.3288064230843598,1.7123658298668043,1.6401091727537198,0.9605083435586216,-0.4035786269650779,1.370796676152113,2.455467612809953,-0.7525750723734687,6.468906748448379,1.0484773634123088,-0.0391914421270335
25_weekly_max_order_order_single_lower,0.5186730973989429,5.144769379223942,0.2956793790534957,1.563168185350938,1.8567010975764424,0.9656885959987888,-0.2793519635852903,1.3288781269420535,2.226481766453954,-0.6512420529376528,6.183442520536309,1.022838431838777,-0.0354179867421661
25_weekly_max_order_order_single_best,0.661913008012776,8.090662476475726,0.3288064230843598,1.7123658298668043,1.6401091727537198,0.9605083435586216,-0.4035786269650779,1.370796676152113,2.455467612809953,-0.7525750723734687,6.468906748448379,1.0484773634123088,-0.0391914421270335
25_weekly_max_order_None_single_upper,0.4351550724015778,3.8057677041486135,0.2821626143862141,1.4230502045816045,1.3600870138966077,0.894993963156817,-0.3199464945664556,1.301463729615507,2.0460373719623464,-0.5336997461882003,3.7873682174302328,1.0805690816064717,-0.033955768719132
25_weekly_max_order_None_single_lower,0.4351550724015778,3.8057677041486135,0.2821626143862141,1.4230502045816045,1.3600870138966077,0.894993963156817,-0.3199464945664556,1.301463729615507,2.0460373719623464,-0.5336997461882003,3.7873682174302328,1.0805690816064717,-0.033955768719132
25_weekly_max_order_None_single_best,0.4351550724015778,3.8057677041486135,0.2821626143862141,1.4230502045816045,1.3600870138966077,0.894993963156817,-0.3199464945664556,1.301463729615507,2.0460373719623464,-0.5336997461882003,3.7873682174302328,1.0805690816064717,-0.033955768719132
20_weekly_6-month_mean_mean_single_upper,0.4101636241188744,3.4525781528640085,0.2297175073630015,1.6123922283975094,1.5107038106451665,0.9511091282030844,-0.2715049907391896,1.426544905577846,2.374538015658356,-0.3948011709423362,8.993179814577479,1.2472210508044466,-0.0274718652054081
20_weekly_6-month_mean_mean_single_lower,0.3780827393286921,3.02887979039952,0.2369516980473206,1.473009176141212,1.3791558046935424,0.962697267567743,-0.2741407011753139,1.3838657213623795,2.169470155721073,-0.3292549004377279,8.376154114599979,1.285503407475915,-0.0284680601733579
20_weekly_6-month_mean_mean_single_best,0.4101636241188744,3.4525781528640085,0.2297175073630015,1.6123922283975094,1.5107038106451665,0.9511091282030844,-0.2715049907391896,1.426544905577846,2.374538015658356,-0.3948011709423362,8.993179814577479,1.2472210508044466,-0.0274718652054081
20_weekly_6-month_mean_order_single_upper,0.4078086247836952,3.4203575854896524,0.2339968135669711,1.5800188110137148,1.5127547816810687,0.9630486671566356,-0.2695801260866037,1.4161679256131257,2.322365878135048,-0.402430289366353,8.400271671202056,1.2330950453315557,-0.0280136870960473
20_weekly_6-month_mean_order_single_lower,0.378271567558657,3.031279115241261,0.237566623244723,1.470468005385282,1.379844605113018,0.938322575904028,-0.2741407011753139,1.377497705392707,2.1427391747495403,-0.4005979712064949,7.863068215626459,1.2430153622283733,-0.0285443346839292
20_weekly_6-month_mean_order_single_best,0.4078086247836952,3.4203575854896524,0.2339968135669711,1.5800188110137148,1.5127547816810687,0.9630486671566356,-0.2695801260866037,1.4161679256131257,2.322365878135048,-0.402430289366353,8.400271671202056,1.2330950453315557,-0.0280136870960473
20_weekly_6-month_mean_None_single_upper,0.4306177939905999,3.740096346158653,0.2153628314995758,1.7714896586048523,1.586040068059942,0.9768538531731354,-0.2715049907391907,1.489655128632637,2.7146875509995088,0.0339894318935764,9.215596656962385,1.2734503046692742,-0.0256192257804986
20_weekly_6-month_mean_None_single_lower,0.4306177939905999,3.740096346158653,0.2153628314995758,1.7714896586048523,1.586040068059942,0.9768538531731354,-0.2715049907391907,1.489655128632637,2.7146875509995088,0.0339894318935764,9.215596656962385,1.2734503046692742,-0.0256192257804986
20_weekly_6-month_mean_None_single_best,0.4306177939905999,3.740096346158653,0.2153628314995758,1.7714896586048523,1.586040068059942,0.9768538531731354,-0.2715049907391907,1.489655128632637,2.7146875509995088,0.0339894318935764,9.215596656962385,1.2734503046692742,-0.0256192257804986
20_weekly_6-month_order_mean_single_upper,0.3075201386343289,2.2062395417738814,0.2730709732450687,1.1208340962268182,0.8103646211300066,0.8151832463377239,-0.3794836677414543,1.2482427977141406,1.5331821952723883,-1.219637789774713,9.04280819141514,1.0383077587922545,-0.0331891562230911
20_weekly_6-month_order_mean_single_lower,0.4576280710757927,4.141430583161078,0.2598553673833772,1.5822326998613614,1.364272336380939,0.869598613698926,-0.3354374774539235,1.3590684855469826,2.22614682161692,-0.9232004930804932,6.8136656836094645,1.0931765051597848,-0.031107144792827
20_weekly_6-month_order_mean_single_best,0.3075201386343289,2.2062395417738814,0.2730709732450687,1.1208340962268182,0.8103646211300066,0.8151832463377239,-0.3794836677414543,1.2482427977141406,1.5331821952723883,-1.219637789774713,9.04280819141514,1.0383077587922545,-0.0331891562230911
20_weekly_6-month_order_order_single_upper,0.4011229534173628,3.329863168057289,0.2788897073219082,1.3517973736806872,1.1411919176262513,0.9086362485116436,-0.3514947374072917,1.3032689882909887,1.8494536194097773,-1.3784549321145074,9.980781668785715,1.110589853634846,-0.0336407592522538
20_weekly_6-month_order_order_single_lower,0.3690255519266037,2.9150803640213323,0.2747536496748276,1.2825053106735949,0.808592476877698,0.751645245799142,-0.4563801451029576,1.2763278763289172,1.7872921951684213,-0.8634370791669823,5.252563469613955,1.0535716740802743,-0.033217400521145
20_weekly_6-month_order_order_single_best,0.4011229534173628,3.329863168057289,0.2788897073219082,1.3517973736806872,1.1411919176262513,0.9086362485116436,-0.3514947374072917,1.3032689882909887,1.8494536194097773,-1.3784549321145074,9.980781668785715,1.110589853634846,-0.0336407592522538
20_weekly_6-month_order_None_single_upper,0.4388842909109294,3.860265964947505,0.2424510102431508,1.623077648110986,1.6187392404735146,0.9387185364452724,-0.2711272328102374,1.37664347955587,2.432231765281046,-0.1465061086722232,4.38044295230906,1.1127723942631351,-0.0289843814410691
20_weekly_6-month_order_None_single_lower,0.4388842909109294,3.860265964947505,0.2424510102431508,1.623077648110986,1.6187392404735146,0.9387185364452724,-0.2711272328102374,1.37664347955587,2.432231765281046,-0.1465061086722232,4.38044295230906,1.1127723942631351,-0.0289843814410691
20_weekly_6-month_order_None_single_best,0.4388842909109294,3.860265964947505,0.2424510102431508,1.623077648110986,1.6187392404735146,0.9387185364452724,-0.2711272328102374,1.37664347955587,2.432231765281046,-0.1465061086722232,4.38044295230906,1.1127723942631351,-0.0289843814410691
20_weekly_12-month_mean_mean_single_upper,0.4215002023556113,3.610221174999648,0.2060725432958239,1.8109021017690976,3.0139162029143,0.9835013900667114,-0.1398513342700247,1.500154656329935,2.787056592038373,-0.1055900964945451,7.12937560481112,1.3704466093836696,-0.0244818381643681
20_weekly_12-month_mean_mean_single_lower,0.3602884265524226,2.8076631871218907,0.2089133806970837,1.5782885602254,2.5024056307621056,0.98287241563683,-0.1439768285858184,1.4245103177421274,2.348075321399888,-0.2572434234757907,6.877577707164278,1.236144617511164,-0.0250121770305822
20_weekly_12-month_mean_mean_single_best,0.4215002023556113,3.610221174999648,0.2060725432958239,1.8109021017690976,3.0139162029143,0.9835013900667114,-0.1398513342700247,1.500154656329935,2.787056592038373,-0.1055900964945451,7.12937560481112,1.3704466093836696,-0.0244818381643681
20_weekly_12-month_mean_order_single_upper,0.487994289597508,4.623330253044887,0.2171439293262136,1.9402428939340493,3.489378861808286,0.97644639739617,-0.1398513342700244,1.5206785109020258,2.97128376645213,-0.1644158440320823,6.1618407034247,1.3664398697790487,-0.0256856907246764
20_weekly_12-month_mean_order_single_lower,0.4734142932706571,4.387802588375065,0.2108118831274516,1.9453094388443304,3.5024699316809573,0.9751940200965602,-0.1351658408223505,1.5291661474199825,2.983724751917016,-0.161193227340635,6.496946803899084,1.3024925506279112,-0.0249324422539723
20_weekly_12-month_mean_order_single_best,0.487994289597508,4.623330253044887,0.2171439293262136,1.9402428939340493,3.489378861808286,0.97644639739617,-0.1398513342700244,1.5206785109020258,2.97128376645213,-0.1644158440320823,6.1618407034247,1.3664398697790487,-0.0256856907246764
20_weekly_12-month_mean_None_single_upper,0.4138618778404752,3.5035414022071576,0.1988591868792839,1.8417932791873808,3.208108765207365,0.988024779574121,-0.1290049397105537,1.5395930450364308,2.891585997464323,0.3070474521122279,10.156837675332934,1.366661642813842,-0.0236004997576917
20_weekly_12-month_mean_None_single_lower,0.4138618778404752,3.5035414022071576,0.1988591868792839,1.8417932791873808,3.208108765207365,0.988024779574121,-0.1290049397105537,1.5395930450364308,2.891585997464323,0.3070474521122279,10.156837675332934,1.366661642813842,-0.0236004997576917
20_weekly_12-month_mean_None_single_best,0.4138618778404752,3.5035414022071576,0.1988591868792839,1.8417932791873808,3.208108765207365,0.988024779574121,-0.1290049397105537,1.5395930450364308,2.891585997464323,0.3070474521122279,10.156837675332934,1.366661642813842,-0.0236004997576917
20_weekly_12-month_order_mean_single_upper,0.3299814308472912,2.452538425911356,0.2881380861957844,1.1358945158224918,0.8693047536248719,0.8506671688036318,-0.3795923460343655,1.2516355476187484,1.576935928688142,-0.9407203402612891,8.220975095157852,1.0844110731256205,-0.0350031990473503
20_weekly_12-month_order_mean_single_lower,0.3227867572279335,2.372114200724612,0.2774601536568246,1.1483173225283916,0.8714290667403862,0.8118370421880812,-0.3704108223464816,1.251725870550056,1.61885401237946,-0.5481504648356239,7.98123511305851,0.9501701416107888,-0.0336923590591793
20_weekly_12-month_order_mean_single_best,0.3299814308472912,2.452538425911356,0.2881380861957844,1.1358945158224918,0.8693047536248719,0.8506671688036318,-0.3795923460343655,1.2516355476187484,1.576935928688142,-0.9407203402612891,8.220975095157852,1.0844110731256205,-0.0350031990473503
20_weekly_12-month_order_order_single_upper,0.5366886167567417,5.467851626131973,0.2998799868802452,1.5859570866277837,1.4528471764696451,0.9179892093230834,-0.3694047284869091,1.3632372670626831,2.207410296810476,-1.139547656318994,11.568269247921732,1.0490072749506465,-0.0358940382185504
20_weekly_12-month_order_order_single_lower,0.5487236633500532,5.690860505096492,0.2862794188859213,1.673669120062131,1.7231989898113167,0.924276065151768,-0.3184331389435971,1.3673234523258069,2.3681559136889376,-0.8323824557287647,5.411348796968593,1.037819119201803,-0.0341664791709528
20_weekly_12-month_order_order_single_best,0.5366886167567417,5.467851626131973,0.2998799868802452,1.5859570866277837,1.4528471764696451,0.9179892093230834,-0.3694047284869091,1.3632372670626831,2.207410296810476,-1.139547656318994,11.568269247921732,1.0490072749506465,-0.0358940382185504
20_weekly_12-month_order_None_single_upper,0.3635305903272685,2.84725516289133,0.2551063300509767,1.344854648934916,0.9841104574565184,0.872165581258959,-0.369400190367686,1.3021682869491515,1.884988487277303,-0.883678079431183,6.591878073854074,1.0163692955366102,-0.030778944255465
20_weekly_12-month_order_None_single_lower,0.3635305903272685,2.84725516289133,0.2551063300509767,1.344854648934916,0.9841104574565184,0.872165581258959,-0.369400190367686,1.3021682869491515,1.884988487277303,-0.883678079431183,6.591878073854074,1.0163692955366102,-0.030778944255465
20_weekly_12-month_order_None_single_best,0.3635305903272685,2.84725516289133,0.2551063300509767,1.344854648934916,0.9841104574565184,0.872165581258959,-0.369400190367686,1.3021682869491515,1.884988487277303,-0.883678079431183,6.591878073854074,1.0163692955366102,-0.030778944255465
20_weekly_max_mean_mean_single_upper,0.2919152187876366,2.043254523727108,0.2035436574005422,1.3615377532167832,1.166021090464973,0.965216852359386,-0.2503515769781058,1.3999632503331765,1.9590582889396164,-0.9627816751161928,16.133141045322205,1.2554865195984923,-0.024544358758483
20_weekly_max_mean_mean_single_lower,0.2630737015487701,1.7588737046528935,0.1960186613310156,1.2904465108916543,1.2577074107952348,0.9297885922260564,-0.2091692386406719,1.396713858450129,1.89505125920398,-0.5905589592213155,15.48552852616236,1.2890085563384897,-0.0236922538290939
20_weekly_max_mean_mean_single_best,0.2919152187876366,2.043254523727108,0.2035436574005422,1.3615377532167832,1.166021090464973,0.965216852359386,-0.2503515769781058,1.3999632503331765,1.9590582889396164,-0.9627816751161928,16.133141045322205,1.2554865195984923,-0.024544358758483
20_weekly_max_mean_order_single_upper,0.2734022263730951,1.8582521892999715,0.2195436608494751,1.21197706512225,1.10159186241423,0.9497093212035465,-0.2481883133866942,1.3143388886259877,1.7128876204687618,-0.8493710297912528,11.417199014585682,1.1459168492203609,-0.0266040208753908
20_weekly_max_mean_order_single_lower,0.3633917637300552,2.8455534025297977,0.3044978167512983,1.171245438735662,1.0221213776776723,0.9374102103093966,-0.3555270163272638,1.3247500969072397,1.6809214901434495,0.3136483837167454,47.181598060261095,1.0614148080449404,-0.0369478741891178
20_weekly_max_mean_order_single_best,0.2734022263730951,1.8582521892999715,0.2195436608494751,1.21197706512225,1.10159186241423,0.9497093212035465,-0.2481883133866942,1.3143388886259877,1.7128876204687618,-0.8493710297912528,11.417199014585682,1.1459168492203609,-0.0266040208753908
20_weekly_max_mean_None_single_upper,0.241442287749962,1.5593704854867974,0.1916633393809712,1.225580197068003,1.0116218815478624,0.9494247631575904,-0.2386685105906724,1.4142755124430044,1.761632010128361,-1.1054678720948865,22.898031215381938,1.396637218755829,-0.0232151729529897
20_weekly_max_mean_None_single_lower,0.241442287749962,1.5593704854867974,0.1916633393809712,1.225580197068003,1.0116218815478624,0.9494247631575904,-0.2386685105906724,1.4142755124430044,1.761632010128361,-1.1054678720948865,22.898031215381938,1.396637218755829,-0.0232151729529897
20_weekly_max_mean_None_single_best,0.241442287749962,1.5593704854867974,0.1916633393809712,1.225580197068003,1.0116218815478624,0.9494247631575904,-0.2386685105906724,1.4142755124430044,1.761632010128361,-1.1054678720948865,22.898031215381938,1.396637218755829,-0.0232151729529897
20_weekly_max_order_mean_single_upper,0.359789015683494,2.801592576267443,0.3157449014509127,1.1330415251134576,1.129293225190904,0.9045124340330972,-0.3185966298723456,1.2390295903057065,1.6022190893926518,-0.6197138564022305,6.804244648789474,0.9861721871809036,-0.0383604672977055
20_weekly_max_order_mean_single_lower,0.4713256475174081,4.354694404589615,0.2751321365335281,1.5426133522977017,1.7745171576708358,0.9682258972049058,-0.2656078277293482,1.3318597457577677,2.238745591081068,-0.4015823806132203,3.932929180317172,1.067111277952614,-0.0329791746981436
