,Annual return,Cumulative returns,Annual volatility,Sharpe ratio,Calmar ratio,Stability,Max drawdown,Omega ratio,Sortino ratio,Skew,Kurtosis,Tail ratio,Daily value at risk
20_weekly_max_order_mean_single_best,0.359789015683494,2.801592576267443,0.3157449014509127,1.1330415251134576,1.129293225190904,0.9045124340330972,-0.3185966298723456,1.2390295903057065,1.6022190893926518,-0.6197138564022305,6.804244648789474,0.9861721871809036,-0.0383604672977055
20_weekly_max_order_order_single_upper,0.6568861029597368,7.971783809747398,0.3256786859660737,1.7166635180310283,1.636300829973106,0.9662509437435062,-0.4014458044188203,1.3753366383286976,2.4316729651890814,-0.906737520009506,7.022929957638057,1.0731389158875988,-0.0388130833562228
20_weekly_max_order_order_single_lower,0.5166400957238826,5.109106195554845,0.2901944484866917,1.5826659490761643,1.885251141365236,0.968368600195523,-0.274043115205197,1.3369365005600913,2.248929344390912,-0.7370560705316976,7.263522716000269,1.0885527595212323,-0.0347385207870521
20_weekly_max_order_order_single_best,0.6568861029597368,7.971783809747398,0.3256786859660737,1.7166635180310283,1.636300829973106,0.9662509437435062,-0.4014458044188203,1.3753366383286976,2.4316729651890814,-0.906737520009506,7.022929957638057,1.0731389158875988,-0.0388130833562228
20_weekly_max_order_None_single_upper,0.435748763116266,3.814412172154712,0.2774347291216517,1.4440198044263906,1.511597029790572,0.9413877586414612,-0.288270454710167,1.309813707903842,2.071331887417375,-0.5484542357599803,4.354683039493671,1.1104490830953342,-0.0333637235571991
20_weekly_max_order_None_single_lower,0.435748763116266,3.814412172154712,0.2774347291216517,1.4440198044263906,1.511597029790572,0.9413877586414612,-0.288270454710167,1.309813707903842,2.071331887417375,-0.5484542357599803,4.354683039493671,1.1104490830953342,-0.0333637235571991
20_weekly_max_order_None_single_best,0.435748763116266,3.814412172154712,0.2774347291216517,1.4440198044263906,1.511597029790572,0.9413877586414612,-0.288270454710167,1.309813707903842,2.071331887417375,-0.5484542357599803,4.354683039493671,1.1104490830953342,-0.0333637235571991
15_weekly_6-month_mean_mean_single_upper,0.3706296088176233,2.9350519951388034,0.2165566831133893,1.565083982730758,1.4773782269524516,0.9480567898223908,-0.250869819289378,1.425053471140118,2.3321855546859123,-0.1648344596711055,11.909199499584917,1.180869104033745,-0.0259386196155179
15_weekly_6-month_mean_mean_single_best,0.3706296088176233,2.9350519951388034,0.2165566831133893,1.565083982730758,1.4773782269524516,0.9480567898223908,-0.250869819289378,1.425053471140118,2.3321855546859123,-0.1648344596711055,11.909199499584917,1.180869104033745,-0.0259386196155179
15_weekly_6-month_mean_order_single_upper,0.3581760939169043,2.7820375126468457,0.2217549450606931,1.4923578705977407,1.4277368833424704,0.9553052610246968,-0.2508698192893773,1.39996415307709,2.215220966760276,-0.1914241083027358,11.022168573837169,1.2108027155219885,-0.0266252519918544
15_weekly_6-month_mean_order_single_lower,0.3322870506749604,2.4786211762269987,0.222015207488335,1.404080186106219,1.324539761762526,0.9479614306406094,-0.2508698192893778,1.3708913876214623,2.0717770215066293,-0.1861935984962794,10.66899625929193,1.3238177587523043,-0.0267342744508485
15_weekly_6-month_mean_order_single_best,0.3581760939169043,2.7820375126468457,0.2217549450606931,1.4923578705977407,1.4277368833424704,0.9553052610246968,-0.2508698192893773,1.39996415307709,2.215220966760276,-0.1914241083027358,11.022168573837169,1.2108027155219885,-0.0266252519918544
15_weekly_6-month_mean_None_single_upper,0.3729610360857127,2.964219636785657,0.2080336681524431,1.6285226506516075,1.4866716017979933,0.9723391911985856,-0.250869819289378,1.468207489025764,2.4788722235493927,0.0083341155190246,13.58187273769797,1.4033601915826404,-0.024865383581089
15_weekly_6-month_mean_None_single_lower,0.3729610360857127,2.964219636785657,0.2080336681524431,1.6285226506516075,1.4866716017979933,0.9723391911985856,-0.250869819289378,1.468207489025764,2.4788722235493927,0.0083341155190246,13.58187273769797,1.4033601915826404,-0.024865383581089
15_weekly_6-month_mean_None_single_best,0.3729610360857127,2.964219636785657,0.2080336681524431,1.6285226506516075,1.4866716017979933,0.9723391911985856,-0.250869819289378,1.468207489025764,2.4788722235493927,0.0083341155190246,13.58187273769797,1.4033601915826404,-0.024865383581089
15_weekly_6-month_order_mean_single_upper,0.3748647458119878,2.9881594603728123,0.264717180557765,1.3373106308987504,1.011721694653559,0.8558599503586697,-0.3705216046991576,1.3063987115862363,1.867727895817089,-1.1199519399530171,9.397511667638822,1.165166710017406,-0.0319464318671543
15_weekly_6-month_order_mean_single_lower,0.4758796358561901,4.427084533205789,0.2559982775471786,1.6509353525563517,1.5739276699610214,0.8999678045878396,-0.3023516549956678,1.385890817162345,2.334970521300417,-1.0000114937653697,8.237596297413475,1.184156521000116,-0.0305756219635417
15_weekly_6-month_order_mean_single_best,0.3748647458119878,2.9881594603728123,0.264717180557765,1.3373106308987504,1.011721694653559,0.8558599503586697,-0.3705216046991576,1.3063987115862363,1.867727895817089,-1.1199519399530171,9.397511667638822,1.165166710017406,-0.0319464318671543
15_weekly_6-month_order_order_single_upper,0.3516558550591684,2.703774126505451,0.2673531667885668,1.2633979009152818,1.055279563957512,0.9050609207567808,-0.3332347816349136,1.282584652840555,1.7272603202360703,-1.3373855834654538,10.282302521135202,1.049332940300632,-0.0323429621779909
15_weekly_6-month_order_order_single_lower,0.3896128991446284,3.177416168344624,0.268867310437646,1.3602754039521865,0.9135395409665464,0.7850727455590686,-0.4264871761679946,1.3017636629265563,1.8933293154307496,-0.9465829722548535,6.57478435775886,1.0416808978386527,-0.0324227733325342
15_weekly_6-month_order_order_single_best,0.3516558550591684,2.703774126505451,0.2673531667885668,1.2633979009152818,1.055279563957512,0.9050609207567808,-0.3332347816349136,1.282584652840555,1.7272603202360703,-1.3373855834654538,10.282302521135202,1.049332940300632,-0.0323429621779909
15_weekly_6-month_order_None_single_upper,0.5201006093500937,5.1699066075287545,0.2298670777764595,1.938119305927957,2.4493951962614218,0.9688814986851528,-0.2123383805700024,1.467782927118135,2.9840867583386115,-0.0614523836452944,4.983019170875571,1.271189499705849,-0.0271926335219684
15_weekly_6-month_order_None_single_lower,0.5201006093500937,5.1699066075287545,0.2298670777764595,1.938119305927957,2.4493951962614218,0.9688814986851528,-0.2123383805700024,1.467782927118135,2.9840867583386115,-0.0614523836452944,4.983019170875571,1.271189499705849,-0.0271926335219684
15_weekly_6-month_order_None_single_best,0.5201006093500937,5.1699066075287545,0.2298670777764595,1.938119305927957,2.4493951962614218,0.9688814986851528,-0.2123383805700024,1.467782927118135,2.9840867583386115,-0.0614523836452944,4.983019170875571,1.271189499705849,-0.0271926335219684
15_weekly_12-month_mean_mean_single_upper,0.3843178881549989,3.1086894108775383,0.1993889635146517,1.7320418442997123,2.211025849005076,0.9791137097220268,-0.1738188128048957,1.4867040470624828,2.587756913194316,-0.490602516049751,9.026716279692128,1.363127592715301,-0.0237502115534502
15_weekly_12-month_mean_mean_single_lower,0.3394967401045972,2.561162088580089,0.1984293957810214,1.5734910451441229,1.9842012358124848,0.9783154419087924,-0.1710999539648916,1.435116938473537,2.309049214207385,-0.6084920499169851,9.521598299304037,1.2557503514718464,-0.0237607584569123
15_weekly_12-month_mean_mean_single_best,0.3843178881549989,3.1086894108775383,0.1993889635146517,1.7320418442997123,2.211025849005076,0.9791137097220268,-0.1738188128048957,1.4867040470624828,2.587756913194316,-0.490602516049751,9.026716279692128,1.363127592715301,-0.0237502115534502
15_weekly_12-month_mean_order_single_upper,0.4329726828441258,3.774093545960087,0.20914817236408,1.8261768762180188,2.4909425847369064,0.9703366132930652,-0.173818812804895,1.504603450946122,2.7195855202759773,-0.4912361029376699,8.375767334153325,1.3454425190647512,-0.0248345518206102
15_weekly_12-month_mean_order_single_lower,0.3860923734414867,3.131623660963097,0.2026595585654509,1.713740246839922,2.256531135716786,0.956389292920208,-0.1710999539648916,1.4691698913760165,2.541213754214598,-0.5628415437083488,8.671582283221058,1.2930623171039015,-0.0241545066324259
15_weekly_12-month_mean_order_single_best,0.4329726828441258,3.774093545960087,0.20914817236408,1.8261768762180188,2.4909425847369064,0.9703366132930652,-0.173818812804895,1.504603450946122,2.7195855202759773,-0.4912361029376699,8.375767334153325,1.3454425190647512,-0.0248345518206102
15_weekly_12-month_mean_None_single_upper,0.3509862136392918,2.695807501760417,0.1901694305444806,1.6776429130029369,2.0935532757057143,0.977557692618693,-0.1676509586415842,1.505853664080383,2.6193520054480275,0.3073938973032167,15.695327450386175,1.4246287428416473,-0.0226930787493128
15_weekly_12-month_mean_None_single_lower,0.3509862136392918,2.695807501760417,0.1901694305444806,1.6776429130029369,2.0935532757057143,0.977557692618693,-0.1676509586415842,1.505853664080383,2.6193520054480275,0.3073938973032167,15.695327450386175,1.4246287428416473,-0.0226930787493128
15_weekly_12-month_mean_None_single_best,0.3509862136392918,2.695807501760417,0.1901694305444806,1.6776429130029369,2.0935532757057143,0.977557692618693,-0.1676509586415842,1.505853664080383,2.6193520054480275,0.3073938973032167,15.695327450386175,1.4246287428416473,-0.0226930787493128
15_weekly_12-month_order_mean_single_upper,0.3547139826672632,2.740324418074425,0.2784373793314852,1.231952396938856,0.9751593244611526,0.8607254126451712,-0.363749772749462,1.280552557045137,1.7042608211099746,-1.1012659284890054,9.412829700869416,1.0451404788281824,-0.0337186156354094
15_weekly_12-month_order_mean_single_lower,0.4008606838084505,3.3263425128345743,0.2737230584016626,1.3699662372240846,1.111535106943428,0.8485582383347392,-0.360636997702001,1.311666420443337,1.964480529826659,-0.5531363608746321,9.573949893830129,1.0067721296919536,-0.0329978029335623
15_weekly_12-month_order_mean_single_best,0.3547139826672632,2.740324418074425,0.2784373793314852,1.231952396938856,0.9751593244611526,0.8607254126451712,-0.363749772749462,1.280552557045137,1.7042608211099746,-1.1012659284890054,9.412829700869416,1.0451404788281824,-0.0337186156354094
15_weekly_12-month_order_order_single_upper,0.5261674518808175,5.277622821103461,0.2961882504987297,1.5790354715080304,1.5234038635285436,0.9376637488772448,-0.3453893379672125,1.3675112633862845,2.1796355505982703,-1.3004820775023072,13.166766960712696,1.048726395536702,-0.0354602923458964
15_weekly_12-month_order_order_single_lower,0.5586907765722489,5.879992192182251,0.2715463206035423,1.772910950714958,1.8900385992006337,0.9385878725034916,-0.2955975485413576,1.39741496744466,2.520212916572571,-0.8912973780533784,6.771947810026427,1.0939848925959097,-0.0323011942841058
15_weekly_12-month_order_order_single_best,0.5261674518808175,5.277622821103461,0.2961882504987297,1.5790354715080304,1.5234038635285436,0.9376637488772448,-0.3453893379672125,1.3675112633862845,2.1796355505982703,-1.3004820775023072,13.166766960712696,1.048726395536702,-0.0354602923458964
15_weekly_12-month_order_None_single_upper,0.3964232198342077,3.2671082549816672,0.2398349819263125,1.513996487997706,1.3788771960345618,0.926072253378241,-0.2874971179262807,1.3498999504092557,2.146165982602944,-0.8574624206186892,7.337414984062676,1.0915769846816523,-0.028775457516321
15_weekly_12-month_order_None_single_lower,0.3964232198342077,3.2671082549816672,0.2398349819263125,1.513996487997706,1.3788771960345618,0.926072253378241,-0.2874971179262807,1.3498999504092557,2.146165982602944,-0.8574624206186892,7.337414984062676,1.0915769846816523,-0.028775457516321
15_weekly_12-month_order_None_single_best,0.3964232198342077,3.2671082549816672,0.2398349819263125,1.513996487997706,1.3788771960345618,0.926072253378241,-0.2874971179262807,1.3498999504092557,2.146165982602944,-0.8574624206186892,7.337414984062676,1.0915769846816523,-0.028775457516321
15_weekly_max_mean_mean_single_upper,0.2622897200242071,1.751440576149046,0.1879520680074482,1.3347259506820808,1.0597467751736618,0.9664920322315698,-0.2475022582458205,1.406271216092515,1.9143745599246391,-1.2261028073415978,20.31327864701116,1.3409802787548544,-0.0226842407203261
15_weekly_max_mean_mean_single_lower,0.2367142675467608,1.517284991212092,0.1825164986837099,1.2563806447243735,1.117034262266558,0.9192545799998018,-0.211913166447059,1.403515761243071,1.8307332412467885,-0.8842877311510253,18.570240034008368,1.4129287783954525,-0.0220849563171073
15_weekly_max_mean_mean_single_best,0.2622897200242071,1.751440576149046,0.1879520680074482,1.3347259506820808,1.0597467751736618,0.9664920322315698,-0.2475022582458205,1.406271216092515,1.9143745599246391,-1.2261028073415978,20.31327864701116,1.3409802787548544,-0.0226842407203261
15_weekly_max_mean_order_single_upper,0.2414384242109426,1.559335875355809,0.2018986183294211,1.1735877624135338,0.9508694844555629,0.951024604784548,-0.2539133163466514,1.3114837580251295,1.642736397367598,-1.2058689212322804,15.14291953371239,1.1082533737052696,-0.024496574055741
15_weekly_max_mean_order_single_lower,0.3471048952289184,2.649891505468305,0.2651488869185069,1.2578110558603366,1.22667871684427,0.9416719408423422,-0.2829631675047511,1.339190995922622,1.782648164782195,-0.3715021781607422,29.029889058250703,1.0640522551438616,-0.0320821784955885
15_weekly_max_mean_order_single_best,0.2414384242109426,1.559335875355809,0.2018986183294211,1.1735877624135338,0.9508694844555629,0.951024604784548,-0.2539133163466514,1.3114837580251295,1.642736397367598,-1.2058689212322804,15.14291953371239,1.1082533737052696,-0.024496574055741
15_weekly_max_mean_None_single_upper,0.2196177521519289,1.3695324861327485,0.1727371821971012,1.2367955854827923,1.036357277058547,0.9548576740042244,-0.2119131664470591,1.438660144419987,1.8000432161057165,-1.0004986983105035,23.65398064223213,1.4028321610660748,-0.0209150592492892
15_weekly_max_mean_None_single_lower,0.2196177521519289,1.3695324861327485,0.1727371821971012,1.2367955854827923,1.036357277058547,0.9548576740042244,-0.2119131664470591,1.438660144419987,1.8000432161057165,-1.0004986983105035,23.65398064223213,1.4028321610660748,-0.0209150592492892
15_weekly_max_mean_None_single_best,0.2196177521519289,1.3695324861327485,0.1727371821971012,1.2367955854827923,1.036357277058547,0.9548576740042244,-0.2119131664470591,1.438660144419987,1.8000432161057165,-1.0004986983105035,23.65398064223213,1.4028321610660748,-0.0209150592492892
15_weekly_max_order_mean_single_upper,0.4383187571366087,3.851970881143531,0.3050391918971761,1.3458744411057677,1.4985354893707603,0.9469627745320732,-0.2924980824582673,1.2945237423011506,1.9310572115925235,-0.5284091532556922,7.36660350857084,0.9989174873574476,-0.0368021811537558
15_weekly_max_order_mean_single_lower,0.4773277051251754,4.450260146964068,0.2639540313775623,1.6117728064577517,1.955460347763268,0.9751237024832824,-0.2440999152302737,1.3539610436926206,2.375781123154153,-0.3005696903934896,4.829678184241293,0.9878709903011442,-0.0315668522420888
15_weekly_max_order_mean_single_best,0.4383187571366087,3.851970881143531,0.3050391918971761,1.3458744411057677,1.4985354893707603,0.9469627745320732,-0.2924980824582673,1.2945237423011506,1.9310572115925235,-0.5284091532556922,7.36660350857084,0.9989174873574476,-0.0368021811537558
15_weekly_max_order_order_single_upper,0.5940744491005869,6.584869032621558,0.3161120688581174,1.6367448144182244,1.5306285867065137,0.9582931437743584,-0.3881244962103247,1.354180149328965,2.282334904977862,-1.1241135028466442,8.105762931372928,1.0462954377411209,-0.0377732232461028
15_weekly_max_order_order_single_lower,0.5461972174454575,5.643562097341475,0.2898135272585309,1.6506776563191543,2.060537140574944,0.9715001700716822,-0.2650751625341022,1.3559987222563346,2.386747091864946,-0.5302712942853355,6.604834201539202,1.0473548037462097,-0.034614704454593
15_weekly_max_order_order_single_best,0.5940744491005869,6.584869032621558,0.3161120688581174,1.6367448144182244,1.5306285867065137,0.9582931437743584,-0.3881244962103247,1.354180149328965,2.282334904977862,-1.1241135028466442,8.105762931372928,1.0462954377411209,-0.0377732232461028
15_weekly_max_order_None_single_upper,0.5041737929440215,4.893891014099833,0.2611346574122983,1.695560671219713,2.0751000154342405,0.9767887243258068,-0.2429636110038373,1.3752096300336754,2.4831564021035257,-0.4195233898422389,4.747811696326728,1.0551522161125777,-0.0311428519506157
15_weekly_max_order_None_single_lower,0.5041737929440215,4.893891014099833,0.2611346574122983,1.695560671219713,2.0751000154342405,0.9767887243258068,-0.2429636110038373,1.3752096300336754,2.4831564021035257,-0.4195233898422389,4.747811696326728,1.0551522161125777,-0.0311428519506157
15_weekly_max_order_None_single_best,0.5041737929440215,4.893891014099833,0.2611346574122983,1.695560671219713,2.0751000154342405,0.9767887243258068,-0.2429636110038373,1.3752096300336754,2.4831564021035257,-0.4195233898422389,4.747811696326728,1.0551522161125777,-0.0311428519506157
10_weekly_6-month_mean_mean_single_upper,0.3778469670536188,3.025885519782662,0.1937735723595805,1.7517767394899155,1.7769023682401806,0.9483995247348528,-0.2126436284891855,1.5018749816960273,2.6773129681845096,0.2034157176210213,13.063836359822268,1.2334292892054566,-0.0230661593676705
10_weekly_6-month_mean_mean_single_lower,0.3450672229586302,2.6259623387665374,0.1967498668335806,1.605687661743566,1.667868118046244,0.9631947769955592,-0.2068911919503834,1.4503151353338617,2.4372772653384227,0.2174319436580546,12.473507371041771,1.3169243765492429,-0.0235345070789539
10_weekly_6-month_mean_mean_single_best,0.3778469670536188,3.025885519782662,0.1937735723595805,1.7517767394899155,1.7769023682401806,0.9483995247348528,-0.2126436284891855,1.5018749816960273,2.6773129681845096,0.2034157176210213,13.063836359822268,1.2334292892054566,-0.0230661593676705
10_weekly_6-month_mean_order_single_upper,0.3506372174471011,2.691660778636044,0.1981363378174276,1.6167953738543206,1.648942975335531,0.9541193286151524,-0.2126436284891856,1.4523408842085788,2.436876787477465,0.110393602351181,12.145814727107432,1.3657916543044988,-0.0236916182231122
10_weekly_6-month_mean_order_single_lower,0.3427647333444217,2.599068860672404,0.2006270699154493,1.5700565714051786,1.6567391299414231,0.946536350146849,-0.2068911919503831,1.4340857195470087,2.349777061045887,0.0706556528170766,11.82960851569361,1.2861790983915713,-0.0240266513874748
10_weekly_6-month_mean_order_single_best,0.3506372174471011,2.691660778636044,0.1981363378174276,1.6167953738543206,1.648942975335531,0.9541193286151524,-0.2126436284891856,1.4523408842085788,2.436876787477465,0.110393602351181,12.145814727107432,1.3657916543044988,-0.0236916182231122
10_weekly_6-month_mean_None_single_upper,0.3560827693431321,2.7567736233773683,0.1843697620719718,1.744840792260748,1.7211113048666065,0.9736264962909496,-0.2068911919503835,1.5339967519165407,2.737330671104787,0.5183466493705238,15.922420462918456,1.3029282920904517,-0.0219518356942398
10_weekly_6-month_mean_None_single_lower,0.3560827693431321,2.7567736233773683,0.1843697620719718,1.744840792260748,1.7211113048666065,0.9736264962909496,-0.2068911919503835,1.5339967519165407,2.737330671104787,0.5183466493705238,15.922420462918456,1.3029282920904517,-0.0219518356942398
10_weekly_6-month_mean_None_single_best,0.3560827693431321,2.7567736233773683,0.1843697620719718,1.744840792260748,1.7211113048666065,0.9736264962909496,-0.2068911919503835,1.5339967519165407,2.737330671104787,0.5183466493705238,15.922420462918456,1.3029282920904517,-0.0219518356942398
10_weekly_6-month_order_mean_single_upper,0.3603541501286513,2.8084626483093804,0.2545363380906223,1.3388287487492738,1.082697992717337,0.8724585015226056,-0.332829794229359,1.315756861020683,1.8432995998875767,-1.3464110388237809,11.467621353996408,1.1127422648418492,-0.0307162604585914
10_weekly_6-month_order_mean_single_lower,0.3932752924237073,3.2254676378479985,0.2453101509927502,1.47694212225021,1.2588411945093758,0.8913483873217531,-0.3124105678611697,1.3493352760544683,2.0414003993671326,-1.196340614859031,9.665235417707594,1.1416374441357515,-0.029468440270879
10_weekly_6-month_order_mean_single_best,0.3603541501286513,2.8084626483093804,0.2545363380906223,1.3388287487492738,1.082697992717337,0.8724585015226056,-0.332829794229359,1.315756861020683,1.8432995998875767,-1.3464110388237809,11.467621353996408,1.1127422648418492,-0.0307162604585914
10_weekly_6-month_order_order_single_upper,0.3409307651233884,2.5777578817408884,0.2563878416882988,1.2748937800280944,1.084163332507112,0.8960929271842317,-0.3144643937874111,1.2895929998281872,1.7417868163118593,-1.3507617878550653,10.840110041752997,1.0498774921473697,-0.0310047395032175
10_weekly_6-month_order_order_single_lower,0.3561357393081283,2.7574112999572225,0.2571997139857372,1.3150895662849715,0.923284946494172,0.8186993974723765,-0.3857267906949205,1.2968872002025544,1.8150002632862927,-1.0389555253423286,7.612311711120418,1.0196748655968697,-0.0310618932757313
10_weekly_6-month_order_order_single_best,0.3409307651233884,2.5777578817408884,0.2563878416882988,1.2748937800280944,1.084163332507112,0.8960929271842317,-0.3144643937874111,1.2895929998281872,1.7417868163118593,-1.3507617878550653,10.840110041752997,1.0498774921473697,-0.0310047395032175
10_weekly_6-month_order_None_single_upper,0.479641370937093,4.487447232310706,0.2169549547603343,1.9157646268000328,2.5969643677981216,0.9719236410120692,-0.1846930889328161,1.4811372514838623,2.9218325267010616,-0.1765086261256178,5.59025781365863,1.3043795328381054,-0.0256844112859147
10_weekly_6-month_order_None_single_lower,0.479641370937093,4.487447232310706,0.2169549547603343,1.9157646268000328,2.5969643677981216,0.9719236410120692,-0.1846930889328161,1.4811372514838623,2.9218325267010616,-0.1765086261256178,5.59025781365863,1.3043795328381054,-0.0256844112859147
10_weekly_6-month_order_None_single_best,0.479641370937093,4.487447232310706,0.2169549547603343,1.9157646268000328,2.5969643677981216,0.9719236410120692,-0.1846930889328161,1.4811372514838623,2.9218325267010616,-0.1765086261256178,5.59025781365863,1.3043795328381054,-0.0256844112859147
10_weekly_12-month_mean_mean_single_upper,0.3848879244402343,3.1160461046155588,0.1825169891077206,1.8766720772207848,2.3392513303284765,0.9824433983000028,-0.1645346609191363,1.5582598720145429,2.831279392785184,-0.4851070678988579,10.542691744036606,1.472334754499051,-0.0216357548476305
10_weekly_12-month_mean_mean_single_lower,0.3023670031087266,2.151692748739375,0.1829589679446996,1.536494189213844,1.8044885188201525,0.9681921673116444,-0.1675638276193779,1.4528340650544782,2.263257138153045,-0.5712300152052073,12.57889703081644,1.3940806158139385,-0.0219351260341943
10_weekly_12-month_mean_mean_single_best,0.3848879244402343,3.1160461046155588,0.1825169891077206,1.8766720772207848,2.3392513303284765,0.9824433983000028,-0.1645346609191363,1.5582598720145429,2.831279392785184,-0.4851070678988579,10.542691744036606,1.472334754499051,-0.0216357548476305
10_weekly_12-month_mean_order_single_upper,0.3836820945919323,3.100496022315228,0.1963979194033751,1.7531678534436654,2.331922601891771,0.9683486094781226,-0.1645346609191361,1.4993065369456655,2.568202756911987,-0.6354034978954707,9.551207774180565,1.4319726563850643,-0.0233774687073048
10_weekly_12-month_mean_order_single_lower,0.3634421980160809,2.846171567665313,0.1895343416653845,1.7317619936416857,2.168977655736307,0.9563686605045748,-0.1675638276193779,1.502009229150249,2.561841470834043,-0.6024848496548182,10.705906999172898,1.431242227305947,-0.0225765889922597
10_weekly_12-month_mean_order_single_best,0.3836820945919323,3.100496022315228,0.1963979194033751,1.7531678534436654,2.331922601891771,0.9683486094781226,-0.1645346609191361,1.4993065369456655,2.568202756911987,-0.6354034978954707,9.551207774180565,1.4319726563850643,-0.0233774687073048
10_weekly_12-month_mean_None_single_upper,0.3104895344295124,2.2379994125369724,0.173608421859674,1.6448191675514252,1.988054352095792,0.9632253499356872,-0.1561775884558673,1.531891329920594,2.570971623142192,0.4641392863522099,20.438738982582368,1.3432664436968536,-0.0207394526073091
10_weekly_12-month_mean_None_single_lower,0.3104895344295124,2.2379994125369724,0.173608421859674,1.6448191675514252,1.988054352095792,0.9632253499356872,-0.1561775884558673,1.531891329920594,2.570971623142192,0.4641392863522099,20.438738982582368,1.3432664436968536,-0.0207394526073091
10_weekly_12-month_mean_None_single_best,0.3104895344295124,2.2379994125369724,0.173608421859674,1.6448191675514252,1.988054352095792,0.9632253499356872,-0.1561775884558673,1.531891329920594,2.570971623142192,0.4641392863522099,20.438738982582368,1.3432664436968536,-0.0207394526073091
10_weekly_12-month_order_mean_single_upper,0.3513610497634565,2.700265244325207,0.2609322641014917,1.2865489958979155,1.1201683962433358,0.9176334243775324,-0.3136680618215994,1.2968075020634522,1.7948209122826737,-1.0379412749628747,9.380875644147148,1.0653417574653852,-0.0315422238721021
10_weekly_12-month_order_mean_single_lower,0.3478643547282973,2.658841159645323,0.2692527369037206,1.2454175603789897,1.0214997576580185,0.869753089796507,-0.3405427677494925,1.2915079691007316,1.7513385455975128,-0.9127467088415254,14.589920587149496,1.0954238994311227,-0.0325919733862261
10_weekly_12-month_order_mean_single_best,0.3513610497634565,2.700265244325207,0.2609322641014917,1.2865489958979155,1.1201683962433358,0.9176334243775324,-0.3136680618215994,1.2968075020634522,1.7948209122826737,-1.0379412749628747,9.380875644147148,1.0653417574653852,-0.0315422238721021
10_weekly_12-month_order_order_single_upper,0.490218608759311,4.659947761165573,0.2856087295772325,1.5429397556521622,1.4532904160650857,0.9427906615011232,-0.3373163432031857,1.360595269985016,2.1270199489873534,-1.3257141813014046,13.715437656810472,1.0423305092591006,-0.0342345991481723
10_weekly_12-month_order_order_single_lower,0.4584637582449307,4.154251261895704,0.2593973509045916,1.586938200918028,1.5073913566772386,0.9283550143548152,-0.3041438152169905,1.3512369969139906,2.217487599274732,-1.0322427702116823,7.347432317119571,1.0475888178975337,-0.0310474722600897
10_weekly_12-month_order_order_single_best,0.490218608759311,4.659947761165573,0.2856087295772325,1.5429397556521622,1.4532904160650857,0.9427906615011232,-0.3373163432031857,1.360595269985016,2.1270199489873534,-1.3257141813014046,13.715437656810472,1.0423305092591006,-0.0342345991481723
10_weekly_12-month_order_None_single_upper,0.3440944474435741,2.6145813462927907,0.2238009301353508,1.4347299817481578,1.5466802360793777,0.9281248826886686,-0.2224729064333338,1.3413770686818105,2.0453244261197847,-0.7862124787799384,7.817005255368503,1.124377219588841,-0.0269220847121771
10_weekly_12-month_order_None_single_lower,0.3440944474435741,2.6145813462927907,0.2238009301353508,1.4347299817481578,1.5466802360793777,0.9281248826886686,-0.2224729064333338,1.3413770686818105,2.0453244261197847,-0.7862124787799384,7.817005255368503,1.124377219588841,-0.0269220847121771
10_weekly_12-month_order_None_single_best,0.3440944474435741,2.6145813462927907,0.2238009301353508,1.4347299817481578,1.5466802360793777,0.9281248826886686,-0.2224729064333338,1.3413770686818105,2.0453244261197847,-0.7862124787799384,7.817005255368503,1.124377219588841,-0.0269220847121771
10_weekly_max_mean_mean_single_upper,0.2175788778190905,1.3523680913413538,0.1645095027841536,1.2801467418870602,0.9904428243842084,0.9636820729215672,-0.2196783827015625,1.4119254704186397,1.8352215701969925,-1.3494001244688518,25.248912875954773,1.4493783259586086,-0.0198905495558988
10_weekly_max_mean_mean_single_lower,0.2090614969047759,1.2816965716554218,0.1604398640766197,1.2644182495348475,1.1054619571665976,0.9191658857738122,-0.1891168624568683,1.4343716023277735,1.8555624449547816,-0.9382575404623272,23.28266971420996,1.4065390593494516,-0.0194085106215933
10_weekly_max_mean_mean_single_best,0.2175788778190905,1.3523680913413538,0.1645095027841536,1.2801467418870602,0.9904428243842084,0.9636820729215672,-0.2196783827015625,1.4119254704186397,1.8352215701969925,-1.3494001244688518,25.248912875954773,1.4493783259586086,-0.0198905495558988
10_weekly_max_mean_order_single_upper,0.2084282134345212,1.2765080845792491,0.1780768567662382,1.1536203648934529,0.849451801710844,0.9566813465360992,-0.2453679102389741,1.3281316877050966,1.606977792158212,-1.5740637354432705,23.05627867172062,1.24598304677793,-0.0216203644390186
10_weekly_max_mean_order_single_lower,0.3131857607320754,2.2670468274246325,0.2308194476608819,1.2973475185154637,1.213619444566018,0.9468826910451744,-0.2580592805548435,1.3510208492863989,1.819170076213677,-0.7696519362441732,21.413327301065888,1.0877985164813886,-0.0278922112601898
10_weekly_max_mean_order_single_best,0.2084282134345212,1.2765080845792491,0.1780768567662382,1.1536203648934529,0.849451801710844,0.9566813465360992,-0.2453679102389741,1.3281316877050966,1.606977792158212,-1.5740637354432705,23.05627867172062,1.24598304677793,-0.0216203644390186
10_weekly_max_mean_None_single_upper,0.1850537427442458,1.0912664378476755,0.1501678706880234,1.206731535456998,0.9621973878163168,0.9548249480676216,-0.192324095957297,1.4703474535284904,1.7496182861857552,-1.2929745843201927,32.59887169552097,1.5311924069543017,-0.0182002769200782
