date,amount,price,sid,symbol,value
2016-08-04 23:59:59.999989+00:00,-0.11693177841526022,90.59,128,TAP,10.592849806638423
2016-08-11 23:59:59.999989+00:00,0.22463796587182153,44.57,14,APA,-10.012114138907085
2016-08-11 23:59:59.999989+00:00,0.14714320980932188,68.08,71,XOM,-10.017509723818634
2016-08-11 23:59:59.999989+00:00,0.35118109811887815,28.2,153,PPL,-9.903306966952364
2016-08-18 23:59:59.999989+00:00,-0.22463796587182153,46.97,14,APA,10.551245256999456
2016-08-18 23:59:59.999989+00:00,-0.14714320980932188,69.4,71,XOM,10.21173876076694
2016-08-25 23:59:59.999989+00:00,0.15633876163894006,60.43,107,KLAC,-9.447551365841148
2016-09-01 23:59:59.999989+00:00,0.16333855849724155,54.78,9,AEP,-8.947686234478892
2016-09-01 23:59:59.999989+00:00,0.1930045243615996,46.46,69,ES,-8.966990201839918
2016-09-01 23:59:59.999989+00:00,-0.15633876163894006,62.54,107,KLAC,9.777426152899311
2016-09-01 23:59:59.999989+00:00,0.33391363540891783,27.0,134,NEE,-9.015668156040782
2016-09-01 23:59:59.999989+00:00,0.43391002646751486,20.64,136,NI,-8.955902946289507
2016-09-01 23:59:59.999989+00:00,0.24817156190048514,36.12,156,PEG,-8.963956815845522
2016-09-08 23:59:59.999989+00:00,-0.16333855849724155,56.04,9,AEP,9.153492818185416
2016-09-08 23:59:59.999989+00:00,-0.1930045243615996,47.12,69,ES,9.094373187918572
2016-09-08 23:59:59.999989+00:00,0.10429721504775612,68.38,116,LOW,-7.131843564965563
2016-09-08 23:59:59.999989+00:00,-0.33391363540891783,27.79,134,NEE,9.279459928013827
2016-09-08 23:59:59.999989+00:00,-0.43391002646751486,20.98,136,NI,9.103432355288462
2016-09-08 23:59:59.999989+00:00,0.05753354068259125,125.5,179,UNH,-7.220459355665201
2016-09-15 23:59:59.999989+00:00,0.17417825398248732,48.12,7,MO,-8.381457581637289
2016-09-15 23:59:59.999989+00:00,0.2762588426349103,30.08,18,T,-8.309865986458101
2016-09-15 23:59:59.999989+00:00,0.276534000844706,29.95,47,CAG,-8.282193325298945
2016-09-15 23:59:59.999989+00:00,0.11180139738849054,74.66,55,DHR,-8.347092329024704
2016-09-15 23:59:59.999989+00:00,0.151385025544212,54.8,81,GIS,-8.295899399822817
2016-09-15 23:59:59.999989+00:00,0.12198600037262074,68.26,87,HAS,-8.326764385435093
2016-09-15 23:59:59.999989+00:00,0.09697524863712359,85.55,88,HSY,-8.296232520905923
2016-09-15 23:59:59.999989+00:00,0.20036574706380908,41.86,110,LEG,-8.387310172091048
2016-09-15 23:59:59.999989+00:00,0.039407665146870476,211.36,114,LMT,-8.329204105442544
2016-09-15 23:59:59.999989+00:00,0.18600277144802466,44.69,121,MKC,-8.312463856012222
2016-09-15 23:59:59.999989+00:00,0.4119289864214908,20.21,136,NI,-8.325084815578329
2016-09-15 23:59:59.999989+00:00,0.21097274836480612,39.41,140,NUE,-8.314436013057009
2016-09-15 23:59:59.999989+00:00,0.09475772588671837,88.1,164,SHW,-8.348155650619887
2016-09-15 23:59:59.999989+00:00,0.23941374261116827,34.75,174,TJX,-8.319627555738098
2016-09-15 23:59:59.999989+00:00,0.05853681991315303,142.11,192,WHR,-8.318667477858178
2016-09-22 23:59:59.999989+00:00,-0.17417825398248732,48.75,7,MO,8.491189881646257
2016-09-22 23:59:59.999989+00:00,-0.2762588426349103,30.78,18,T,8.503247176302539
2016-09-22 23:59:59.999989+00:00,-0.11180139738849054,76.04,55,DHR,8.501378257420821
2016-09-22 23:59:59.999989+00:00,0.03186793069398464,66.18,71,XOM,-2.1090196533279038
2016-09-22 23:59:59.999989+00:00,-0.12198600037262074,69.98,87,HAS,8.536580306075999
2016-09-22 23:59:59.999989+00:00,0.0313550142402758,66.78,104,K,-2.093887850965618
2016-09-22 23:59:59.999989+00:00,-0.20036574706380908,42.56,110,LEG,8.527566195035716
2016-09-22 23:59:59.999989+00:00,-0.039407665146870476,218.08,114,LMT,8.594023615229514
2016-09-22 23:59:59.999989+00:00,-0.4119289864214908,22.0,136,NI,9.062437701272797
2016-09-22 23:59:59.999989+00:00,-0.21097274836480612,42.36,140,NUE,8.936805620733187
2016-09-22 23:59:59.999989+00:00,0.057046561212193085,36.69,143,ORCL,-2.093038330875364
2016-09-22 23:59:59.999989+00:00,-0.35118109811887815,28.17,153,PPL,9.892771534008798
2016-09-22 23:59:59.999989+00:00,-0.24817156190048514,37.34,156,PEG,9.266726121364115
2016-09-22 23:59:59.999989+00:00,-0.09475772588671837,89.1,164,SHW,8.442913376506606
2016-09-22 23:59:59.999989+00:00,-0.23941374261116827,35.93,174,TJX,8.602135772019276
